armed,age,gender,race,state,mentalillness
gun,27,F,B,GA,0
vehicle,29,M,B,MO,0
gun,43,M,W,FL,0
toy weapon,18,M,W,FL,0
gun,19,M,H,NM,1
gun,37,M,W,FL,0
gun,42,M,B,TN,1
knife,57,M,,NY,1
knife,35,M,H,CA,0
gun,50,M,W,AZ,1
gun,60,M,W,OH,1
knife,35,M,W,OK,1
gun,46,M,,KS,0
knife,47,F,B,SC,1
gun,,M,,AZ,0
gun,,M,W,CA,0
gun,31,F,B,VA,0
gun,24,M,W,IN,0
unarmed,27,M,B,PA,0
gun,27,M,W,PA,0
gun,,M,,TX,1
undetermined,,M,,AZ,0
gun,,M,,CA,0
Taser,23,M,W,OH,0
gun,57,M,H,CA,0
knife,56,M,W,FL,0
gun,36,M,H,NM,1
gun,,M,O,HI,0
gun,,M,H,NM,0
vehicle,24,F,H,CA,0
gun,34,M,H,AZ,0
vehicle,17,M,B,FL,0
gun,21,M,W,AR,0
gun,35,M,B,FL,1
gun,34,M,W,TN,0
gun,56,M,W,IN,0
machete,35,M,B,TX,0
gun,46,M,W,AZ,0
gun,42,M,W,MO,0
machete,49,M,W,TX,0
pole,44,M,B,IL,1
knife,45,M,W,CT,0
gun,36,M,A,WA,0
gun,45,M,W,IA,0
undetermined,34,M,H,CO,1
knife,18,M,,CA,0
gun,26,M,W,NC,0
vehicle,28,M,B,NC,0
vehicle,35,M,B,OH,0
knife,20,M,B,TN,0
Taser,33,M,W,TX,0
gun,39,M,H,TX,0
gun,63,M,W,NY,1
knife,27,M,W,MN,1
gun,33,M,H,CA,1
gun,27,M,B,AL,0
gun,31,M,W,MT,0
gun,33,M,B,LA,1
vehicle,39,M,W,TX,0
toy weapon,27,M,W,TX,0
gun,32,M,B,TX,1
ax,29,M,H,CA,0
gun,81,M,,SC,0
gun,28,M,H,CA,0
gun,50,M,W,OR,0
gun,55,M,W,CA,0
gun,42,M,B,WV,0
knife,,M,,CA,0
gun,,M,,OK,0
knife,36,M,B,OR,1
gun,38,M,A,TX,0
gun,38,M,H,WA,0
baseball bat,35,M,W,WA,0
knife,42,M,W,OK,0
gun,53,M,,MO,0
beer bottle,33,M,,TX,0
gun,70,M,B,AL,0
gun and vehicle,29,M,W,KS,0
gun,26,M,B,LA,0
gun,20,M,B,TX,0
gun,30,M,H,OR,0
gun,19,M,B,AZ,0
ax,,M,,TX,0
hatchet,48,M,W,CO,0
toy weapon,58,M,W,IN,1
unarmed,38,M,H,CA,0
gun,28,M,H,CA,0
gun,34,M,W,SD,0
knife,43,M,,WA,1
gun,45,M,B,CA,0
gun,62,M,,GA,0
unarmed,18,M,H,CO,0
gun,25,M,H,TX,0
knife,38,M,B,CA,0
gun,33,M,W,TX,0
gun,39,M,B,NJ,0
gun,58,M,W,CO,0
gun,48,M,W,CA,0
toy weapon,14,M,H,AZ,0
vehicle,18,M,B,GA,0
gun,22,M,B,MO,0
unarmed,46,M,W,CO,1
vehicle,,M,B,AR,0
vehicle,,F,W,AR,0
gun,57,M,W,OK,1
knife,32,M,W,NC,0
gun,31,M,B,MD,0
vehicle,29,M,,IA,1
gun,64,M,W,MO,1
unarmed,35,M,W,MN,1
ax,42,M,W,OR,0
vehicle,30,M,W,TN,0
gun,26,M,W,MT,0
unarmed,37,M,H,NV,1
unarmed,21,M,B,GA,0
unarmed,20,M,W,AZ,0
knife,46,M,B,WA,0
undetermined,,M,N,NM,0
gun,20,M,H,AZ,0
knife,46,M,W,IN,1
unarmed,24,F,W,MO,0
unarmed,26,M,H,AZ,0
gun,60,M,W,TN,0
gun,48,M,,TX,1
gun,69,M,,FL,1
vehicle,25,M,N,SD,0
gun,29,M,H,MI,0
unarmed,58,F,W,TX,0
gun,59,M,W,TX,0
unarmed,46,M,B,NJ,0
toy weapon,55,M,W,KS,0
unknown weapon,27,M,B,NV,0
gun,30,M,W,NY,0
gun,52,M,,CA,0
knife,45,M,W,CA,0
vehicle,51,M,O,HI,0
gun,27,M,H,TX,1
gun,47,M,W,AZ,0
unknown weapon,52,M,W,TX,0
gun,24,M,,NJ,0
vehicle,45,M,H,CO,0
knife,47,M,W,AZ,1
gun,68,M,B,GA,0
knife,40,M,B,CA,0
gun,18,M,W,FL,0
vehicle,35,M,H,IL,0
gun,80,M,W,WV,0
gun,44,M,B,VA,0
gun,31,M,B,LA,0
gun,20,M,W,CO,0
knife,48,M,,TX,1
gun,43,M,B,TN,1
gun,25,M,W,MS,0
box cutter,38,M,B,IL,0
knife,34,M,H,WA,0
knife,58,M,W,CA,1
unarmed,38,M,W,TX,0
undetermined,29,M,W,CA,0
gun,40,M,W,TN,0
gun,49,M,W,OH,0
unarmed,25,M,W,CA,0
knife,32,M,,NY,0
gun,21,M,B,CA,0
knife,57,M,W,VA,1
gun,28,M,H,NC,0
gun,25,M,W,OK,0
knife,58,M,W,WI,1
gun,34,M,B,SC,1
unarmed,34,M,W,WV,1
gun,24,M,B,KY,0
gun,32,M,A,CA,0
knife,58,M,B,OH,0
gun,20,M,B,TX,0
gun,19,M,B,TX,0
gun,46,M,W,CA,0
gun,28,M,W,AK,0
gun,47,M,W,NC,0
knife,47,M,H,CA,0
knife,34,M,W,PA,0
gun,,M,W,CA,0
gun,45,M,B,IL,0
gun,17,M,B,IL,0
gun,34,M,A,MS,0
gun,48,M,H,CA,0
gun,37,F,,TN,0
gun,32,M,B,LA,0
unarmed,20,M,A,HI,0
gun,31,M,B,MS,1
knife,16,M,A,WA,0
machete,24,M,B,MD,0
gun,39,M,B,CT,1
vehicle,26,M,W,HI,0
vehicle,30,M,B,AR,0
gun,36,M,O,MA,0
gun,28,M,W,WV,0
vehicle,21,M,B,FL,0
knife,36,M,H,TX,0
gun,28,M,W,TX,0
gun,24,M,W,CA,1
gun,29,M,W,TN,0
gun,44,M,W,TN,0
undetermined,41,M,W,MI,0
knife,38,M,W,MO,1
gun,40,M,W,CO,0
vehicle,20,F,W,GA,0
gun,27,M,W,MN,0
gun,51,M,W,SC,0
gun,48,M,W,OH,0
gun,40,M,B,TX,0
unknown weapon,21,M,,LA,0
gun,29,M,W,WA,1
gun,34,M,H,CO,0
gun,20,F,H,CA,0
unarmed,47,M,A,HI,0
unarmed,29,M,H,TX,0
gun,49,M,,MI,1
sword,33,M,W,NC,1
unarmed,46,M,W,WI,0
undetermined,35,F,W,KY,0
knife,,M,,TX,0
toy weapon,40,M,,WA,0
gun,36,M,B,IA,0
gun,63,M,W,CA,1
gun,27,M,H,TX,0
gun,17,M,H,TX,0
machete,22,M,B,CO,0
gun,22,M,,GA,0
gun,36,M,,MO,0
unarmed,21,F,H,CA,0
undetermined,31,M,W,MS,1
knife,56,M,W,OK,0
gun,32,M,B,FL,0
gun,25,M,B,WV,0
gun,47,M,W,AR,0
gun,,M,H,WA,0
gun,23,M,W,AK,0
toy weapon,34,M,W,GA,1
knife,51,F,W,TN,0
gun,35,M,W,AZ,0
gun,46,M,W,MI,0
knife,59,M,W,TX,0
gun,40,M,,AZ,0
gun,30,M,B,TX,1
gun,34,M,N,CA,0
gun,44,M,W,NC,0
unknown weapon,31,M,A,CA,1
gun,51,M,H,CO,0
knife,34,M,W,MD,0
gun,45,M,W,GA,0
vehicle,32,F,B,FL,0
gun,31,M,W,MI,0
vehicle,41,M,B,CA,0
knife,29,M,H,NE,0
gun,47,F,B,PA,1
unarmed,30,M,H,AZ,0
knife,27,M,N,OK,0
gun,27,M,,WA,0
knife,38,M,H,FL,1
gun,33,M,W,MS,1
toy weapon,42,M,,NJ,1
gun,25,M,W,OR,1
gun,47,M,W,NV,0
gun,53,M,,IL,0
gun,77,M,,OR,0
gun,49,M,W,CA,0
gun,33,M,H,FL,0
sharp object,36,M,W,OH,0
gun,22,M,B,LA,0
gun,29,M,H,WA,0
knife,52,M,H,FL,1
gun,61,M,W,MO,1
knife,29,M,B,PA,1
gun,37,M,H,NV,0
toy weapon,26,F,W,TX,0
knife,32,M,,GA,1
gun,19,M,B,CA,0
gun,45,M,W,NC,1
knife,22,M,B,SC,0
unarmed,57,M,B,MD,0
gun,46,M,W,FL,0
gun,27,M,B,NC,1
gun,26,M,H,MD,1
gun,30,M,W,SC,1
gun,18,M,B,MO,0
vehicle,25,M,W,TX,0
gun,51,M,W,NH,0
gun,40,M,H,TX,0
knife,47,M,W,OK,0
vehicle,38,M,B,LA,0
vehicle,39,M,B,LA,0
sword,30,M,B,CA,0
gun,43,M,,AZ,0
gun,42,M,H,TX,0
gun,25,M,B,FL,0
unarmed,22,M,W,NC,0
gun,30,M,B,NC,0
vehicle,33,F,W,OR,1
knife,24,M,H,AZ,0
gun,31,M,B,GA,0
gun,25,M,N,AK,0
gun,28,F,W,TN,0
gun,19,M,B,GA,0
BB gun,31,M,B,AK,1
undetermined,29,M,,TX,0
unarmed,48,M,W,CA,1
gun,53,M,W,IN,0
gun,50,M,H,CA,0
gun,55,M,H,FL,0
gun,,M,W,SC,0
unarmed,37,M,W,MI,1
gun,30,M,H,CA,0
knife,26,M,,IL,0
gun,36,M,W,IN,1
gun,24,M,B,TN,0
unarmed,35,M,B,AR,1
knife,42,M,W,TN,0
gun,37,M,B,UT,0
gun,28,M,W,CO,0
gun,32,M,W,IN,0
gun,33,M,B,KY,0
gun,27,M,B,LA,0
gun,21,M,H,CA,0
gun,47,M,W,FL,0
gun,57,M,W,FL,0
gun,20,M,,TX,0
gun,34,M,B,MO,0
unarmed,34,M,B,TX,0
gun,30,M,W,FL,1
vehicle,29,F,H,AZ,0
gun,28,M,B,LA,0
wrench,39,M,H,AZ,1
knife,54,M,A,CA,0
gun,27,M,W,TX,0
knife,32,M,B,NY,0
knife,32,M,N,NE,0
gun,47,M,W,CA,0
gun,33,M,W,OR,0
walking stick,42,M,N,CA,1
knife,,M,W,TN,1
knife,24,M,,NY,1
vehicle,24,M,W,SC,0
sword,42,M,W,WA,1
gun,34,M,B,MI,0
knife,46,M,W,WV,1
gun,40,M,N,MN,0
gun,30,M,W,CA,0
gun,42,M,H,NY,0
knife,30,M,W,NC,0
gun,63,M,W,GA,1
vehicle,18,M,H,CT,0
gun,29,M,H,CO,0
gun,42,M,W,AR,0
gun,32,M,H,CA,0
gun,46,M,,TX,0
gun,50,M,W,MT,0
undetermined,29,M,W,KY,0
knife,29,M,W,CO,0
gun,51,M,W,NC,0
gun,23,M,,CA,0
gun,43,M,,IN,1
rock,23,M,B,CO,1
gun,47,M,H,NV,1
gun,45,M,H,TX,1
knife,42,M,W,OR,0
toy weapon,26,M,H,AZ,0
gun,29,M,W,MS,0
hammer,49,F,A,WV,0
unarmed,17,M,B,OK,0
gun,,M,H,CA,0
knife,45,F,W,NC,0
knife,,M,,CA,0
knife,51,M,H,FL,0
gun,37,M,H,NM,0
knife,,M,,FL,0
gun,28,M,W,VA,0
unarmed,52,M,W,GA,0
gun,76,M,,MD,1
gun,37,M,H,TX,0
vehicle,,M,,CA,0
gun,37,M,W,MN,0
unarmed,25,M,W,WA,1
baseball bat,35,M,A,CA,0
knife,35,M,W,AZ,0
knife,61,M,H,NM,0
gun,33,M,H,AZ,0
gun,34,M,H,WI,0
gun,59,M,W,MS,0
gun,32,M,H,CA,0
vehicle,31,M,,VA,0
gun,49,M,H,CA,0
knife,31,M,B,WA,1
gun,29,M,H,AZ,0
gun,25,M,B,OK,1
gun,26,M,B,IL,0
gun,,M,B,GA,0
gun,39,M,W,VT,0
gun,43,M,,AZ,0
gun,26,M,H,NE,0
knife,36,M,B,CA,0
Taser,45,F,B,TX,0
gun,45,M,W,MD,1
gun,54,M,W,NV,1
knife,43,M,H,FL,0
gun,,M,B,WI,1
vehicle,30,M,B,KY,0
gun,,M,H,FL,0
gun,58,F,W,TX,1
knife,39,M,H,FL,0
gun,40,M,B,LA,0
gun,36,M,B,CA,0
undetermined,27,M,N,AZ,0
knife,20,M,H,CA,1
gun,17,M,H,AZ,0
unknown weapon,59,M,H,CA,0
gun,47,F,W,NM,0
gun,45,M,O,FL,0
gun,46,M,,CO,0
gun,34,F,W,OK,0
knife,46,M,H,NC,0
knife,26,M,B,WA,0
hammer,21,M,H,CA,0
gun,29,M,W,ME,0
gun,33,M,W,WI,0
vehicle,32,M,,KY,0
gun,47,M,W,SC,0
gun,22,M,B,IL,1
gun,,M,,FL,0
unarmed,41,M,W,NY,0
gun,28,M,W,MS,1
gun,56,M,W,KS,1
gun,41,M,W,FL,0
gun,35,M,H,TX,0
unknown weapon,59,M,O,FL,0
gun,30,M,B,MO,0
gun,48,M,,TX,0
gun,49,M,W,KS,1
gun,41,M,B,IL,0
gun,21,M,B,IL,0
gun,62,M,W,NC,1
gun,,F,,CA,1
gun,32,F,B,AL,1
gun,22,M,H,TX,0
gun,58,M,W,MD,1
vehicle,32,M,W,ME,0
unarmed,26,M,A,WA,1
unarmed,35,M,N,OK,1
gun,27,M,W,CA,0
knife,35,M,B,LA,0
flashlight,38,M,,TX,1
crowbar,23,M,B,CA,1
gun,59,M,W,TN,1
gun,23,M,W,CA,1
gun,43,M,B,NY,0
unarmed,41,M,B,MI,0
knife,56,M,W,MD,0
gun,45,M,W,FL,0
gun,28,M,H,NM,0
gun,,M,W,AR,1
knife,54,M,W,NC,1
gun,39,M,W,CA,0
unarmed,,M,B,CA,0
sharp object,41,M,H,CA,0
gun,27,M,B,CA,0
gun,70,M,W,MS,1
gun,,M,H,CA,0
gun,35,M,H,CA,0
gun,26,M,B,MO,0
gun,58,M,W,KY,0
gun,46,M,W,TN,0
gun,39,M,B,FL,0
ax,33,F,H,CA,1
gun,20,M,B,TX,0
knife,38,M,W,OR,0
gun,41,M,W,AR,0
gun,32,M,H,CA,0
vehicle,,M,W,TN,0
gun,24,M,B,OK,0
gun,19,M,B,OK,1
knife,27,M,B,OK,0
barstool,40,M,H,FL,1
unknown weapon,61,M,W,TX,0
toy weapon,56,M,,CA,1
gun,52,M,,CA,0
vehicle,20,M,B,TN,0
unarmed,35,M,H,TX,0
vehicle,17,M,B,MD,0
vehicle,22,M,B,AR,0
undetermined,,M,,CA,0
gun,45,M,W,NH,1
knife,20,M,B,WA,1
unknown weapon,18,M,B,WI,0
gun,28,M,B,AL,0
knife,38,M,H,WA,0
gun,,M,,TX,0
knife,53,M,B,IN,0
gun,31,M,H,AZ,0
gun,48,M,W,AK,0
vehicle,20,M,H,TX,0
gun,35,M,H,NM,0
gun,22,M,W,TX,1
knife,18,M,H,WA,0
gun,34,M,,CO,0
toy weapon,74,M,B,NY,0
gun,33,M,H,TX,0
gun,38,M,,OK,0
gun,38,M,W,OH,0
gun,26,M,H,CA,0
gun,41,M,W,MD,0
knife,29,M,W,OH,1
gun,19,M,B,MA,0
gun,61,M,B,FL,0
knife,34,M,W,TX,0
knife,35,M,H,TX,1
knife,,M,,FL,0
knife,43,M,W,WI,0
sword,50,M,W,VA,0
sharp object,32,M,B,OH,0
gun,50,M,B,FL,0
undetermined,54,M,B,SC,0
gun,35,M,W,KY,0
gun,33,M,W,NE,1
unarmed,18,M,H,CA,0
vehicle,50,M,W,OK,0
gun,41,M,H,CA,0
gun,37,M,B,CO,0
gun,76,M,W,TN,0
gun,,M,,TX,0
gun,19,M,W,MS,0
gun,40,M,W,TX,0
gun,61,M,W,TX,0
gun,61,M,W,TX,0
gun,22,M,H,CO,0
gun,52,M,W,MS,0
knife,23,M,A,GA,1
knife,67,M,B,FL,0
ax,44,M,W,MI,1
gun,23,M,O,MN,0
gun,,M,,NM,0
gun,39,M,B,OH,0
hammer,53,M,W,IN,0
screwdriver,39,M,N,WA,1
knife,26,M,W,IA,1
toy weapon,38,F,H,TX,0
unarmed,49,M,A,CA,0
gun,34,M,H,CO,0
piece of wood,47,M,H,GA,0
scissors,34,M,H,UT,0
gun,58,M,W,MO,0
toy weapon,17,F,W,CA,1
unarmed,21,M,W,CA,0
knife,37,M,H,FL,0
gun,43,M,B,MD,0
knife,61,M,W,AR,1
gun,28,M,B,FL,0
gun,41,M,W,VA,0
gun,43,M,,NM,0
gun,23,M,W,OH,1
undetermined,36,M,H,CA,0
gun,23,M,B,NC,0
gun,26,M,W,CA,0
knife,36,M,,CA,0
knife,32,M,B,CA,0
gun,62,M,W,KS,0
knife,33,M,H,FL,0
knife,32,M,W,WI,1
gun,69,M,W,WA,0
unarmed,35,M,H,WA,0
gun,46,M,W,FL,0
knife,46,M,B,NJ,0
gun,22,M,B,FL,0
gun,20,M,B,PA,0
gun,30,M,B,TX,0
gun,49,M,B,MD,0
toy weapon,43,M,W,UT,1
knife,52,M,H,CA,0
gun,62,M,,IN,1
gun,56,M,W,GA,0
gun,36,M,W,TX,0
gun,40,F,W,TX,0
toy weapon,52,M,B,CA,0
gun,35,M,W,OK,0
gun,35,M,B,AL,0
gun,73,M,,OR,1
gun,39,M,,AR,0
knife,53,M,H,CO,0
gun,23,M,B,LA,0
gun,19,M,B,TX,0
garden tool,41,M,H,NJ,0
gun,39,M,W,TX,1
knife,28,F,H,NM,1
gun,28,M,B,WA,0
gun,,M,B,MS,0
gun,53,M,W,AL,1
scissors,27,M,W,NJ,1
gun,31,M,B,PA,0
gun,38,M,H,CO,0
unarmed,38,M,B,LA,0
gun,41,M,H,CT,0
gun,49,M,W,PA,0
gun,56,M,W,SC,1
gun,,M,,TX,0
gun,62,M,H,FL,0
gun,69,M,,PA,1
gun,,M,,TX,0
ax,31,M,W,OR,0
unknown weapon,37,M,W,UT,0
gun,,M,H,TX,0
gun,28,M,W,IA,0
gun,46,M,,OH,0
gun,42,M,,TN,0
knife,46,M,A,TX,1
gun,21,M,B,CA,0
gun,27,M,,PA,0
unarmed,30,F,W,TX,0
gun,36,M,W,WV,0
vehicle,54,M,,KY,0
knife,48,M,W,FL,1
gun,55,M,,NC,1
gun,34,M,B,MN,0
gun,45,M,B,IN,0
gun,19,M,B,CO,0
gun,32,M,H,MA,0
gun,35,M,,FL,0
gun,32,M,W,NV,0
knife,25,M,,GA,0
gun,24,M,W,OH,1
gun,65,M,W,AL,1
gun,29,M,H,UT,0
knife,49,M,B,TN,0
vehicle,19,M,H,CA,0
gun,56,M,W,AR,1
gun,39,M,B,NJ,0
gun,43,M,W,WV,0
gun,57,M,W,CO,1
gun,49,M,W,PA,0
gun,18,M,B,TX,0
gun,27,M,B,MS,0
gun,52,M,,KY,1
knife,,M,,CA,0
machete,52,M,H,TX,0
gun and vehicle,37,M,H,MO,0
toy weapon,62,M,,VT,1
knife,57,M,,TN,0
gun,45,M,W,GA,0
gun,46,M,,TX,0
gun,49,M,W,CA,0
gun,38,M,W,KS,0
unarmed,31,M,W,MO,0
gun,51,M,B,TN,1
gun,,M,W,KY,0
gun,51,M,B,KS,0
vehicle,20,M,W,NC,0
gun,37,M,,SC,0
gun,49,M,,AR,0
gun,31,F,,CO,0
knife,26,M,H,UT,0
gun,,M,,WA,0
gun,25,M,B,IN,0
gun,,M,B,VA,0
gun,62,M,W,IN,0
gun,27,M,B,TX,0
gun,33,M,H,CA,0
sharp object,38,M,,WI,0
gun,69,M,,NV,0
gun,39,M,H,CA,0
vehicle,,M,,CA,0
gun,18,M,B,TX,0
unknown weapon,27,M,W,KY,0
undetermined,50,M,H,CA,0
gun,54,M,,IL,1
toy weapon,57,M,W,NM,0
undetermined,,M,,CA,0
Taser,29,M,B,OH,0
unarmed,39,M,W,GA,0
gun,46,M,,NM,0
unarmed,31,M,W,UT,0
knife,34,M,W,OR,0
shovel,52,M,H,CA,1
unarmed,33,M,B,TN,0
gun,,M,,AK,1
gun,37,M,B,AR,0
gun,67,M,,CA,0
gun,52,M,B,LA,1
knife,62,M,B,AL,1
gun and car,30,M,B,MD,0
knife,28,M,W,KS,0
gun,16,M,,NM,0
gun,,M,,NY,0
gun,,M,,NY,0
gun and vehicle,51,M,H,AZ,0
gun,35,M,,DE,0
gun,23,M,B,MO,0
gun,,M,,NC,0
hammer,23,M,,MN,0
vehicle,47,M,,MS,0
gun,36,M,W,TX,1
gun,37,M,H,CO,0
vehicle,49,M,W,OK,0
gun,49,M,W,ID,0
gun,,M,,NY,0
grenade,35,M,W,MT,1
knife,17,M,W,TX,0
undetermined,43,M,,NV,0
gun,30,M,W,TN,0
vehicle,34,M,H,WI,0
vehicle,46,M,W,OH,1
knife,29,M,W,ID,0
knife,62,M,,CA,1
gun,53,M,,ID,0
gun,28,M,B,MO,0
gun,65,M,,GA,0
unarmed,43,M,W,CT,0
gun,42,M,B,CA,0
knife,30,M,H,MN,1
knife,,M,,TX,0
gun,51,M,,WA,1
toy weapon,24,M,B,WA,0
gun,27,M,B,OK,0
gun,41,M,W,WA,0
gun and knife,47,M,H,AZ,0
knife,26,M,B,UT,1
gun,20,M,W,IA,0
gun,18,M,B,OH,0
gun,,M,B,TX,0
undetermined,29,M,W,MO,0
piece of wood,35,M,H,CA,0
gun,77,M,W,WI,0
gun,25,M,,TX,0
toy weapon,31,M,B,TX,1
unarmed,54,M,B,LA,0
gun,33,M,H,TX,1
gun,76,M,W,TN,1
knife,28,M,W,OK,1
knife,31,M,B,MN,0
gun,,M,,TX,0
gun,53,M,B,DC,0
gun,33,M,W,TN,0
gun,37,M,W,TX,0
gun,,M,,TX,0
hatchet,57,F,W,VA,1
vehicle,,M,,FL,0
samurai sword,36,M,W,NY,1
gun,39,M,B,NY,0
gun,43,M,W,OR,0
gun,44,M,W,FL,0
gun,33,M,B,TN,0
knife,49,M,B,PA,0
pellet gun,18,M,B,CA,0
unknown weapon,74,M,,TN,1
gun,21,M,W,GA,1
gun,57,M,W,CO,0
gun,29,M,W,OK,0
knife,58,M,N,WY,1
gun,74,M,W,TX,0
gun,63,M,H,CA,0
gun,28,M,W,GA,0
unknown weapon,31,M,,AR,0
gun,41,M,,WV,0
gun,67,M,W,NC,0
knife,63,M,,NC,0
gun,64,M,W,SC,0
gun,32,M,W,LA,1
knife,49,M,B,MD,0
gun,28,M,W,SC,0
vehicle,,M,,CA,0
gun,,M,,TX,0
knife,31,M,B,MD,0
gun,,M,,MA,0
toy weapon,20,M,W,CO,1
gun,38,M,,FL,0
gun,27,M,B,NY,0
vehicle,38,F,W,MO,0
unarmed,37,M,W,TX,0
gun and car,36,M,W,CA,0
knife,35,M,H,GA,0
gun,50,M,W,WV,0
gun,75,M,W,KY,0
BB gun and vehicle,32,M,W,IL,0
gun,34,M,W,VT,0
gun,61,M,,GA,1
gun,24,M,B,OK,0
wasp spray,37,M,W,FL,1
air pistol,33,M,W,TX,0
Airsoft pistol,55,M,,CA,0
gun,42,M,,MO,0
knife,37,M,H,CA,1
gun,55,M,B,CA,0
knife,31,M,W,TX,0
gun,54,M,W,OK,1
baton,37,M,B,TX,0
vehicle,48,M,W,NE,0
vehicle,28,M,W,UT,0
gun,31,M,B,OK,0
vehicle,48,M,W,CA,0
gun,58,M,W,NM,0
gun,56,M,,AZ,1
gun,40,M,,AR,0
gun,19,M,W,OK,0
unarmed,28,F,B,TX,0
gun,32,M,,SC,0
gun,21,M,B,CA,0
machete,57,M,H,FL,0
gun,17,M,H,AZ,0
baseball bat,22,M,H,TX,0
gun,26,M,H,AZ,0
gun,,M,,NM,0
unarmed,31,M,B,LA,1
gun,61,M,B,NC,0
knife,54,F,W,GA,0
gun,28,M,W,NC,1
unarmed,30,M,W,CA,0
gun,30,M,B,NY,0
gun,28,M,W,ID,0
gun,26,M,B,GA,0
gun,28,M,W,VA,0
gun,21,M,B,CA,0
vehicle,31,M,B,NY,0
straight edge razor,27,M,W,OR,0
gun,34,M,B,AR,0
gun and vehicle,22,M,B,MS,0
vehicle,46,M,,MI,0
gun,29,M,W,ID,1
knife,38,M,W,NJ,0
baseball bat and knife,51,M,W,FL,1
gun,61,M,,SC,0
gun and vehicle,34,M,W,TX,0
gun,30,M,B,MO,0
toy weapon,33,F,W,ID,1
gun,21,M,W,OH,0
gun,39,M,W,OR,0
gun,37,F,H,NV,0
gun,36,M,,CO,0
sharp object,55,M,,CA,0
gun,34,M,W,TX,0
vehicle,47,M,W,TX,0
gun,61,M,,WA,1
gun,29,M,B,NY,0
gun,29,M,W,IN,1
gun,44,M,B,CA,0
gun,53,M,W,NC,0
toy weapon,31,M,,GA,0
scissors,45,F,W,LA,0
vehicle,19,M,W,TN,0
gun,40,M,W,OK,0
chair,33,M,B,NY,0
gun,,M,,NM,0
unknown weapon,,M,,GA,0
gun,45,M,A,GA,0
baseball bat,,M,,CA,0
gun,40,M,W,OK,1
gun,27,M,W,MI,1
gun,63,M,W,WI,0
gun,50,M,H,OK,0
gun,25,M,B,CA,0
gun,39,M,B,AL,0
crowbar,42,M,H,CA,1
hammer,25,M,W,IN,0
gun,24,M,B,MD,0
gun,,M,W,WV,0
knife,67,M,,CA,0
gun,,M,A,CA,0
ax,62,M,W,CA,0
gun,34,M,W,FL,0
toy weapon,33,M,W,CA,1
gun,56,M,W,GA,0
sharp object,22,M,H,NM,0
gun,46,M,H,CO,0
gun,41,M,H,FL,0
gun,38,M,H,TX,0
box cutter,22,M,H,NM,0
undetermined,42,M,W,KY,0
sword,29,M,W,FL,0
knife,56,M,W,WA,1
gun,32,M,B,AZ,0
gun,,M,,NM,0
sharp object,31,M,W,AZ,1
gun,21,M,H,NM,0
gun,31,M,W,WI,0
gun,48,M,B,OH,0
gun,58,M,W,MO,0
gun,32,M,A,WI,0
knife,45,M,W,TX,0
gun,37,M,B,OK,0
undetermined,20,M,W,OK,0
gun,34,M,H,TX,0
gun,31,M,B,NC,0
BB gun,26,M,W,OH,0
gun,32,M,B,KY,0
gun,66,M,W,GA,0
gun,37,M,W,OH,0
gun,38,M,W,NC,1
gun,29,M,,CA,0
knife,44,M,W,WA,1
knife,28,M,W,SC,0
gun,22,M,W,CO,0
gun,59,F,W,CO,0
gun,56,M,,UT,0
vehicle,20,F,W,FL,0
gun,39,M,W,OK,0
vehicle and gun,30,M,O,HI,0
gun,27,M,B,NC,0
knife,,M,W,FL,1
sword,37,M,H,CA,0
screwdriver,52,M,W,TX,0
gun,35,M,W,WI,1
gun,33,M,B,NC,0
gun,,M,,MA,0
gun,27,M,B,OH,0
unknown weapon,,M,,CA,0
gun,27,M,W,AZ,0
unarmed,41,M,W,OH,0
gun,28,M,B,WA,0
gun,26,M,W,MO,0
gun,,M,W,MS,0
knife,34,M,H,CA,0
gun,34,M,W,CA,0
gun,38,M,H,WI,0
gun,32,M,B,IL,0
knife,50,M,H,ID,0
knife,55,M,W,GA,0
gun,51,M,W,GA,0
gun,18,M,B,NV,0
gun,42,F,W,CA,0
vehicle,36,M,W,WA,0
gun,37,M,B,NC,0
gun,28,M,B,SC,0
toy weapon,24,M,H,CO,0
gun,34,M,W,MI,0
vehicle and machete,22,M,B,CA,0
gun,42,M,W,MT,0
ice pick,48,M,W,MD,1
gun,51,M,W,TN,0
sword,40,M,B,OH,0
gun,34,M,W,MO,0
gun,30,M,B,FL,0
gun and vehicle,31,M,W,PA,0
toy weapon,54,M,W,CA,0
gun,46,M,,DE,1
gun,60,M,W,FL,1
gun,40,M,W,CO,0
undetermined,,M,W,WA,0
unarmed,40,M,H,OR,0
gun,68,M,W,NJ,0
gun,68,M,B,GA,0
knife,60,M,W,CA,0
gun and vehicle,16,M,H,FL,0
vehicle,25,M,W,FL,0
"car, knife and mace",20,M,W,PA,0
gun,21,M,B,FL,0
knife,38,M,A,CA,0
unarmed,28,M,B,TX,0
gun,18,M,N,AZ,0
gun,,M,W,OK,0
gun,26,M,B,MO,0
gun,31,M,B,NY,0
gun,58,M,B,CO,0
vehicle,31,M,B,TX,0
gun,41,M,B,FL,0
gun,41,M,B,FL,0
gun,41,M,W,CA,0
gun,23,M,W,CO,0
gun,17,M,B,AR,0
gun,35,M,W,AR,0
gun,65,M,W,FL,1
knife,51,M,W,OR,1
gun,47,M,B,LA,0
gun,42,M,W,IA,0
baseball bat,42,M,H,CA,0
gun,31,M,B,SC,0
