teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,total_score,Label
59.4,67.8,68.6,87.9,71.3,19967,20.1,0.26,71.6,1
57.4,31.2,50.6,99.1,29.2,6333,9,0.26,66.9,1
49.5,59,39.3,100,36.5,6333,9,0.26,62,1
46.5,87.5,38.8,90.5,52.7,20771,30.1,0.26,60.7,1
28.7,78.2,34.3,56.8,54.1,20771,30.1,0.26,59.8,0
32.2,81.7,33.4,43.8,50.7,20771,30.1,0.26,59.8,0
30.1,62.5,37.3,22.2,72.8,22064,25.9,0.26,59.8,0
29.3,79,35.2,63.3,45.1,22064,25.9,0.26,59.8,0
33.7,69.9,36.5,56.5,42.6,22064,25.9,0.26,59.8,0
34.6,65.4,41.2,39.8,42.2,22064,25.9,0.26,59.8,0
28.4,62.6,35.7,48.4,40.3,22064,25.9,0.26,59.8,0
40.1,41,21.2,76.4,33.8,18539,15.1,0.26,59.8,0
35.5,58.7,20.6,84,32.9,18539,15.1,0.26,59.8,0
30.4,38,18.9,70,31.1,18539,15.1,0.26,59.8,0
20.4,62.4,13.5,24.6,33.4,4408,13.7,0.26,59.8,0
16.2,58.4,11.9,92.5,28.7,4408,13.7,0.26,59.8,0
18.8,95,14.8,21.7,30.1,9221,12.5,0.26,59.8,0
32.3,67.2,45.3,49.4,89.2,6631,12,0.26,59.8,0
44.1,67.7,35.5,99.9,35.2,6333,9,0.26,59.8,0
41.7,70.8,37.1,99.9,34.6,6333,9,0.26,59.8,0
45.9,39.7,38,99.9,36.2,6333,9,0.26,59,0
37.9,66.6,35.1,99.7,41.7,6333,9,0.26,57.9,0
46,45.9,37.8,92.3,39.6,9390,4.5,0.26,57.2,0
47,45.7,33.5,94.5,36.4,9390,4.5,0.26,56.8,0
42.8,50.7,29.9,89.7,41.4,9390,4.5,0.26,53.6,0
32.8,85.1,43.2,72.4,79.3,20771,30.1,0.26,52.9,0
34.1,80.1,45.6,68.8,91.2,6631,12,0.26,52.9,0
41.9,55.5,29.2,87.7,36.4,9390,4.5,0.26,52.7,0
39.7,55.8,27.9,89,37,9390,4.5,0.26,52.1,0
39.4,82.9,45.7,62.4,57.2,22064,25.9,0.26,51.4,0
37.3,82.2,43.7,55.9,63.2,20771,30.1,0.26,48.8,0
33.8,79.3,40.4,61.1,65.3,20771,30.1,0.26,48.2,0
35.8,61.5,46.4,55.6,79.7,6631,12,0.26,47.9,0
49.9,62.4,48.3,42,49.8,6631,12,0.26,47.5,0
36.4,54.7,21.9,81.3,34,18539,15.1,0.26,46.8,0
32.7,65.5,43.8,54.3,81.8,6631,12,0.26,46.2,0
19.7,63,13.1,99.2,53.7,4408,13.7,0.26,45.6,0
34.5,48.5,19.8,82,34.5,18539,15.1,0.26,45.4,0
15.9,61.5,14.5,99,44.7,4408,13.7,0.26,44.6,0
32.9,56.2,30.4,54.4,76.8,6631,12,0.26,41.4,0
99.7,72.4,98.7,98.8,34.5,20152,8.9,0.25,96.1,1
95.3,66.2,98.5,99.1,40.6,20152,8.9,0.25,93.9,1
95.8,67.5,97.4,99.8,35.9,20152,8.9,0.25,93.9,1
94.9,63.7,98.6,99.2,39.9,20152,8.9,0.25,93.6,1
92.9,67.6,98.6,98.9,44,20152,8.9,0.25,93.3,1
83.6,77.2,99,99.8,45.2,20152,8.9,0.25,91.6,1
68.6,88.7,78.6,85.2,40.6,50152,17.6,0.25,77.4,1
69.1,82.1,80.4,84,42.4,50152,17.6,0.25,77.3,1
60.2,90.5,73.2,91.5,42.6,50152,17.6,0.25,75.3,1
65.1,93.3,74.8,80.3,42.6,50152,17.6,0.25,73.8,1
60.5,84.8,69,85.3,40.1,50152,17.6,0.25,71.8,1
59.9,84.2,67.9,83.7,43.1,50152,17.6,0.25,70.8,1
55,84,73.8,61.5,100,15920,19.4,0.25,65.9,1
47.6,82.4,51.6,91.2,40,17906,14,0.25,64.3,1
50.1,71.9,51.7,85.4,38.7,17906,14,0.25,62.5,1
59.9,67.7,75.1,45.1,99.9,15920,19.4,0.25,61.6,1
49.6,67.2,53.1,80.9,36.2,17906,14,0.25,61.4,1
44.2,73.7,47.7,89.9,34.8,17906,14,0.25,60.9,1
47.7,84.2,45.3,84.4,31.6,15521,18,0.25,60.3,1
16.1,70.5,8.8,20.7,28.1,13839,18.9,0.25,59.8,0
25.7,68.9,18.8,42.7,28.4,14238,18.5,0.25,59.8,0
24.7,82.1,17.7,44.6,37,29501,18.1,0.25,59.8,0
17.4,55.2,5.4,16.5,28,15436,18.1,0.25,59.8,0
20.8,66.4,12.1,21.2,28.8,16152,17,0.25,59.8,0
18.6,80.3,17,50,50,10159,17,0.25,59.8,0
18.4,82.4,18.1,56.9,46.3,10159,17,0.25,59.8,0
19.3,87,18.2,53.7,30.7,10159,17,0.25,59.8,0
17.7,85.6,19.9,61.9,28.2,10159,17,0.25,59.8,0
13.3,87,13.9,47.8,24.5,10159,17,0.25,59.8,0
24.8,66.6,23.2,81.1,49.9,11628,15.3,0.25,59.8,0
24.4,64.5,22.5,84.4,47.7,11628,15.3,0.25,59.8,0
29.7,43.8,12.9,24.6,71.7,4597,12.5,0.25,59.8,0
20.7,59.5,13.9,65.3,30.2,10441,11,0.25,59.8,0
22.9,62,15.1,57.6,29.6,10441,11,0.25,59.8,0
21.2,62.3,13.2,70.8,29.1,10441,11,0.25,59.8,0
22.6,75,12.1,67.9,28.8,10441,11,0.25,59.8,0
20,58.9,11.2,59.7,25.3,10441,11,0.25,59.8,0
19.6,81.7,10.6,41.5,30.7,12920,10.9,0.25,59.8,0
27.7,93,11.2,31.9,48,7695,8.9,0.25,59.8,0
54,74.6,57.9,60.9,95,38264,20.3,0.25,59.8,0
55.5,77.9,71.4,42.6,100,15920,19.4,0.25,59.2,0
55.8,74.2,67.3,47.2,100,15920,19.4,0.25,59.1,0
43.7,76.6,44.7,85.1,42.1,17906,14,0.25,58.9,0
46.3,84.2,45.5,69.6,92.6,38264,20.3,0.25,57,0
39.6,75,41.2,84.9,38,17906,14,0.25,56.3,0
41.9,84.5,33.5,88.1,32.8,15521,18,0.25,56.2,0
32.9,71.8,32.5,97.6,26.7,10441,11,0.25,55.6,0
40.8,92.6,50.5,63.6,30.2,34651,20.5,0.25,54.2,0
43.8,76.7,44.4,62.9,91.8,38264,20.3,0.25,53.4,0
54.5,79.5,47,48.7,81.3,38264,20.3,0.25,53.1,0
53.5,71.3,66.1,31.2,100,15920,19.4,0.25,53.1,0
56.1,52,49.4,51.9,48,38264,20.3,0.25,52.4,0
45.7,75.6,42.9,59.3,90.9,38264,20.3,0.25,52.3,0
34.1,54.4,41,79.3,49.3,11628,15.3,0.25,52.2,0
41.9,90.5,30.8,75.8,28,15521,18,0.25,52,0
55.5,47.4,67.7,29,99.4,15920,19.4,0.25,51.3,0
39.4,83.9,30.3,77.6,30.6,15521,18,0.25,51.2,0
30.3,89.4,23.5,91.7,29.7,15521,18,0.25,51.1,0
33.1,85.9,25.2,85.4,30.8,15521,18,0.25,50.3,0
44.3,86.3,46.7,52.4,29.1,34651,20.5,0.25,50.2,0
25.6,78.5,26.9,90.2,49.5,11628,15.3,0.25,49.9,0
49.5,86.6,41.2,45.2,25.4,34651,20.5,0.25,47.9,0
35.2,91,39.7,56.3,29.4,34651,20.5,0.25,46.9,0
47.6,63.2,45.7,45.6,27,34651,20.5,0.25,46.7,0
35.8,89.5,36.1,57.4,29.3,34651,20.5,0.25,46.2,0
22.5,65.7,21.4,84.9,46.5,11628,15.3,0.25,44.7,0
20.8,62.5,20.1,87.1,55.3,11628,15.3,0.25,44.5,0
47.9,86.4,51.9,87.7,34.4,15489,15.7,0.24,63.6,1
42.3,77.7,44.5,93.3,34.3,15489,15.7,0.24,60.7,1
18.4,54.6,19.3,29.8,36.2,11221,28.6,0.24,59.8,0
22.8,83.9,25.2,49.1,59.6,16489,25.4,0.24,59.8,0
25.8,86.8,28.4,59.3,57.9,16489,25.4,0.24,59.8,0
22.5,83.7,27.3,47.4,54,16489,25.4,0.24,59.8,0
25.2,80.4,27.8,55.1,44.7,16489,25.4,0.24,59.8,0
21.4,88.7,23,43.5,40.4,16489,25.4,0.24,59.8,0
32.6,53.2,22,83,33.4,21908,10.9,0.24,59.8,0
48.5,52.2,43.6,85.8,48,21908,10.9,0.24,59.6,0
39.8,65.7,44.1,91,33.9,15489,15.7,0.24,58.9,0
41.2,91.2,41.1,81.4,97.7,12551,17.3,0.24,58.4,0
39.5,94.7,33.1,88.3,99.9,12551,17.3,0.24,57.9,0
39.1,91.1,41,81.4,98.5,12551,17.3,0.24,57.7,0
50.2,91.3,37.1,78.3,45.8,12551,17.3,0.24,57.3,0
37.2,80.4,40.7,88.9,34.8,15489,15.7,0.24,56.9,0
32.5,75.8,37.9,96.2,30.5,15489,15.7,0.24,56.4,0
38.3,76.8,38.3,88.2,35.3,15489,15.7,0.24,56.1,0
37.1,89.8,23.2,87.8,64.2,12551,17.3,0.24,52.8,0
38.9,92.4,21.9,86,48.6,12551,17.3,0.24,52.2,0
37.7,56.5,28.7,88.3,29.2,21908,10.9,0.24,51.4,0
38.8,52.8,29.9,82.9,31.6,21908,10.9,0.24,50.2,0
32.8,60.5,24.4,80.4,31.3,21908,10.9,0.24,46.6,0
32.5,57.8,22.9,80.3,32.3,21908,10.9,0.24,45.8,0
77.6,70,90.4,98.2,100,15128,3.6,0.23,87.6,1
80.9,58.5,89.2,92.3,100,15128,3.6,0.23,86.4,1
78.9,59.9,86.5,97.3,100,15128,3.6,0.23,85.8,1
81.8,57.3,85.5,95.3,100,15128,3.6,0.23,85.6,1
75.7,59.3,85.1,95,100,15128,3.6,0.23,83.7,1
75.6,59.7,84.2,93.6,100,15128,3.6,0.23,83,1
74.4,75.9,80.4,75.2,40.3,31326,13.7,0.23,75.7,1
72.8,81.4,78.4,77.1,35.1,31326,13.7,0.23,75.5,1
66.1,85.5,72.1,78.9,40.3,31326,13.7,0.23,72.6,1
69,85.9,74.9,69,48,31326,13.7,0.23,71.7,1
63.3,79,69.9,76,38.6,31326,13.7,0.23,69.6,1
61.5,77.8,68.1,74.5,40.8,31326,13.7,0.23,68.1,1
29.1,69.7,36.6,46.5,98.9,20951,25.9,0.23,59.8,0
25.9,69.1,18.4,44.6,70.4,20951,25.9,0.23,59.8,0
23.5,68.7,16.4,38.9,64.8,20951,25.9,0.23,59.8,0
25.1,67.1,16.4,47,60.7,20951,25.9,0.23,59.8,0
21.9,67.8,16.9,48.4,55.9,20951,25.9,0.23,59.8,0
31.7,79.4,28.1,61.7,33.8,22193,24.5,0.23,59.8,0
24.3,52.3,26.7,86.8,41.8,16306,22.8,0.23,59.8,0
26,55.4,28.2,77.8,41.6,16306,22.8,0.23,59.8,0
23.6,35.9,36.7,44.2,31.1,16306,22.8,0.23,59.8,0
12.8,70.2,10.5,72.3,29.2,20161,19.1,0.23,59.8,0
16.1,73.3,10.6,61.6,29.2,20161,19.1,0.23,59.8,0
13.7,73.3,11.8,56.3,29.1,20161,19.1,0.23,59.8,0
17.2,79.3,10.9,58.2,28.9,20161,19.1,0.23,59.8,0
16.4,62.2,6.2,16.4,31.4,24686,16.4,0.23,59.8,0
32.5,68.1,38.2,60.2,39.8,23347,13.1,0.23,59.8,0
28.9,67.8,34,51.7,35.5,23347,13.1,0.23,59.8,0
30.5,69.3,30.4,69.3,34.8,23347,13.1,0.23,59.8,0
28,70.6,30.9,64.6,34.4,23347,13.1,0.23,59.8,0
42.4,87,36.6,86.3,48,22193,24.5,0.23,57.5,0
39.4,82,41.8,82.7,34.7,25295,16.4,0.23,56.2,0
50.9,67.6,53.9,56.6,50.6,36299,21.6,0.23,54.7,0
46.4,80.7,48.1,63.6,47.4,36299,21.6,0.23,54.7,0
53.7,71.6,58,49.7,44.5,36299,21.6,0.23,54.3,0
50.6,71.9,54.4,51.7,53.7,36299,21.6,0.23,53.7,0
43.8,73.4,47.1,61.8,51.8,36299,21.6,0.23,52.6,0
44.6,70.1,47.8,59.3,46.8,36299,21.6,0.23,52,0
50.3,73.8,50.7,52.1,34.8,25295,16.4,0.23,51.8,0
35,86.3,38.5,70.8,33.5,22193,24.5,0.23,50.6,0
44.8,69.7,46.7,56.3,38.4,25295,16.4,0.23,50.5,0
42.8,75.8,39.8,62.7,36,25295,16.4,0.23,50.2,0
30.9,78.1,31.6,82,34.6,23347,13.1,0.23,50.1,0
32.6,46.8,32.2,85.2,40,16306,22.8,0.23,49.5,0
42.8,72.2,39.6,57.5,36.7,25295,16.4,0.23,48.3,0
31.1,76.5,31.8,74.9,35.3,22193,24.5,0.23,47.9,0
42.6,70.3,42.6,50.6,36,25295,16.4,0.23,46.9,0
27.1,79.6,29,77,33.1,22193,24.5,0.23,46.7,0
25.2,83.2,23.7,80.5,32.3,22193,24.5,0.23,45.9,0
25.5,46.8,28.6,81.2,44.4,16306,22.8,0.23,45.2,0
98.3,29.5,98.1,99.2,64.3,15596,7.8,0.22,94.3,1
94.8,57.2,98.9,99.8,63.8,15596,7.8,0.22,93.9,1
92.5,76.3,96.2,99.9,63.3,15596,7.8,0.22,93.9,1
94.7,68,96.8,99.1,61.3,15596,7.8,0.22,93.8,1
95,56.6,98.8,99.3,62.4,15596,7.8,0.22,93.7,1
91.5,69,96.7,99.1,63.1,15596,7.8,0.22,92.9,1
60.6,73.1,81.1,92.2,75.8,7774,11.5,0.22,77.5,1
69.9,82,73.8,73.1,78.5,7774,11.5,0.22,73.1,1
66.3,64.5,75.7,77.3,71.4,7774,11.5,0.22,72.4,1
58.1,73.2,67.7,76,68.7,7774,11.5,0.22,67.8,1
65.8,52,72.7,62.3,73.3,7774,11.5,0.22,67,1
57.1,60.6,68,76.8,65.5,7774,11.5,0.22,66.8,1
59.8,54.8,71.9,63.1,48,39256,18.1,0.22,63.8,1
53.7,60.6,62.5,67,48,39256,18.1,0.22,60.7,1
17.5,46.4,11.6,36.2,28,23026,23.4,0.22,59.8,0
13.4,59.9,11.8,39.4,24.2,23026,23.4,0.22,59.8,0
21.4,79.5,16.1,53.7,28.5,27304,20.3,0.22,59.8,0
27.6,70.3,25.7,53.8,31.6,9567,19.5,0.22,59.8,0
22.4,73.1,23,55.8,31.1,9567,19.5,0.22,59.8,0
22.6,81.3,22.1,65.4,31,9567,19.5,0.22,59.8,0
20.6,68.8,23.2,50.1,30.7,9567,19.5,0.22,59.8,0
24.9,67.1,23.8,48,29,9567,19.5,0.22,59.8,0
30.5,65.4,27.9,22.8,42.6,13951,15.9,0.22,59.8,0
33.4,63.9,32.7,24.7,40.7,13951,15.9,0.22,59.8,0
27.9,66.7,25.7,9.2,39.4,13951,15.9,0.22,59.8,0
31.2,72.9,32.2,41.3,36.6,13951,15.9,0.22,59.8,0
21.5,66.9,25.1,49.9,30.7,7828,15.9,0.22,59.8,0
22.6,77.7,23.5,59.1,30.4,7828,15.9,0.22,59.8,0
19,62.8,22.6,50.1,30.3,7828,15.9,0.22,59.8,0
18.2,63.7,23.7,50.3,29.8,7828,15.9,0.22,59.8,0
18.2,69.5,22.2,42,26.6,7828,15.9,0.22,59.8,0
27.3,45.3,27.9,83.1,37.4,5495,12.6,0.22,59.8,0
21.7,48.4,8.9,1.7,28.8,14410,9.7,0.22,59.8,0
24.2,91.4,14.7,48.2,48,4358,8.5,0.22,59.8,0
39.5,62.4,25.6,51.7,99.4,1283,5.6,0.22,59.8,0
39.6,58.7,23.2,55.1,99,1283,5.6,0.22,59.8,0
50.2,66.4,57.7,63.2,48,39256,18.1,0.22,57,0
57,62.6,67.8,43.9,48,39256,18.1,0.22,56.2,0
41.5,81.1,48.5,68.4,37.5,17916,10.2,0.22,54.5,0
53.7,62.6,63.1,45.1,44.5,17916,10.2,0.22,54.4,0
47.8,64.3,50.5,62.2,48,39256,18.1,0.22,54,0
56.6,52.6,49.4,57.8,48,39256,18.1,0.22,54,0
30.9,89.2,45.6,76.2,56,11964,13.1,0.22,53.9,0
33,82.7,44.8,76.2,45.8,11964,13.1,0.22,53.6,0
43.1,84.1,50.5,59.1,42.5,11964,13.1,0.22,52.6,0
43.9,64,53.5,57.8,42.8,17916,10.2,0.22,52.4,0
45.5,66.9,54.7,52.4,46.4,17916,10.2,0.22,52,0
29.4,85.1,39.9,76.5,50.9,11964,13.1,0.22,51.4,0
27.5,86.7,40.4,77.8,40.3,11964,13.1,0.22,51.2,0
25.8,54.7,29.1,95.3,43.9,5495,12.6,0.22,50.3,0
27.3,84.5,39.7,74.5,52.7,11964,13.1,0.22,50.1,0
28.3,47,25.7,97.3,38.6,5495,12.6,0.22,49.9,0
25.3,40.3,27.3,90.2,33.7,5495,12.6,0.22,46.7,0
28.8,50.6,24.3,86.5,36.8,5495,12.6,0.22,46.6,0
47,69.5,50.2,37.8,36.4,17916,10.2,0.22,46.6,0
41.6,58.7,22.5,62.7,99.1,1283,5.6,0.22,44.9,0
89.6,55.3,92.9,98.7,48,14221,6.9,0.21,90.4,1
89.4,58.8,90.8,99.4,48,14221,6.9,0.21,90.2,1
85.7,65,88.9,99.2,36.6,14221,6.9,0.21,87.9,1
85.6,58.6,88.2,98,48,14221,6.9,0.21,87.8,1
83.9,65.2,89.9,97.3,36.8,14221,6.9,0.21,87.1,1
79.1,62.8,87.9,96.9,48,14221,6.9,0.21,86.9,1
52.6,70.3,66.9,87.8,100,9248,17,0.21,70,1
54.9,79.2,53.7,73.8,100,9248,17,0.21,63.2,1
18.4,63,13.1,14.4,28.8,13761,29.2,0.21,59.8,0
31.1,44.2,21.3,7.1,28.5,21580,27.4,0.21,59.8,0
19.5,68.4,17.5,47.2,44.8,18340,23.8,0.21,59.8,0
21.8,79.1,25.7,68,42.7,18340,23.8,0.21,59.8,0
18.5,70.5,15,34.9,42.1,18340,23.8,0.21,59.8,0
18.7,69.9,16.7,49.1,36.9,18340,23.8,0.21,59.8,0
22.5,81.7,25.2,66.3,34.6,30251,22,0.21,59.8,0
15.7,79,16.2,20.3,30.7,30251,22,0.21,59.8,0
21.6,84.2,28.5,53.8,49.7,17142,21.1,0.21,59.8,0
19.7,82.9,27.7,52.9,46.4,17142,21.1,0.21,59.8,0
26,88.8,28.7,44.3,45.6,17142,21.1,0.21,59.8,0
22.3,84.8,29.1,55.6,43,17142,21.1,0.21,59.8,0
16.5,89,21.5,51.1,25.8,17142,21.1,0.21,59.8,0
24.6,84.8,26.9,56.9,37.6,18600,20.3,0.21,59.8,0
28.8,85.4,30.9,54.8,37.2,18600,20.3,0.21,59.8,0
27.1,81.5,27.7,57.6,31.9,18600,20.3,0.21,59.8,0
30.7,89.9,30.5,74.9,31.5,18600,20.3,0.21,59.8,0
24.5,88.8,28,48,27.8,18600,20.3,0.21,59.8,0
16.8,58.4,10.1,40.1,28.5,16812,19.1,0.21,59.8,0
29.7,68.3,29.2,72,34.8,46208,17.8,0.21,59.8,0
25.5,71.6,23.4,64.4,32.8,46208,17.8,0.21,59.8,0
26.7,70.4,17.3,70.3,32.1,46208,17.8,0.21,59.8,0
25.2,69.2,21.1,76.6,32,46208,17.8,0.21,59.8,0
28.6,69.5,23.4,74,32,46208,17.8,0.21,59.8,0
23.9,93,11.8,76.6,73.1,35889,8.4,0.21,59.8,0
19.7,71,10.3,63.4,40.2,35889,8.4,0.21,59.8,0
18.2,74.3,9.4,58.2,39.7,35889,8.4,0.21,59.8,0
44.3,78.7,46.8,77.5,100,9248,17,0.21,59,0
50.1,75.9,47.6,66.3,100,9248,17,0.21,57.4,0
43.1,78.3,44.3,74.1,100,9248,17,0.21,56.8,0
43.7,77.4,39,79.2,36.7,27703,14.7,0.21,55.3,0
47.5,86.1,49.7,49.1,100,12062,14.6,0.21,52.9,0
41.5,66.6,48.6,65.8,41.3,27703,14.7,0.21,52.8,0
45.7,84,44.8,55.1,100,12062,14.6,0.21,52.5,0
39,84.4,44.3,63.9,78.1,12062,14.6,0.21,52.4,0
58.5,24.3,48.8,53,48,9248,17,0.21,51.9,0
45,86.2,41.6,55.6,100,12062,14.6,0.21,51.6,0
39.4,67.6,39.1,69.3,39.4,27703,14.7,0.21,50.4,0
46.2,50,48,55.6,38.3,27703,14.7,0.21,49.8,0
34.9,68.5,38.2,71.3,42.1,27703,14.7,0.21,49.5,0
44.6,64.8,43.9,57.1,36.4,27703,14.7,0.21,49.5,0
49.1,64.2,56.2,29.2,100,12062,14.6,0.21,46.8,0
40.9,82.1,39.5,34.1,100,12062,14.6,0.21,43,0
92.1,59.2,89.7,91.5,48,11751,4.4,0.2,89.5,1
93.2,54.7,92.5,94.8,38.2,11751,4.4,0.2,89.2,1
92.3,55.5,91.2,96.7,34.7,11751,4.4,0.2,89.1,1
88.5,59.8,90.8,94,42,11751,4.4,0.2,87.5,1
86.5,64.3,87.8,97.2,43.3,11751,4.4,0.2,87.4,1
89.5,57.6,90.5,93.5,38.7,11751,4.4,0.2,87.4,1
90,38.1,89.4,96.2,43.7,20376,6.5,0.2,86.6,1
82,49.5,86.9,98.6,47.9,20376,6.5,0.2,85.2,1
87,34.3,86.1,97.9,41.9,20376,6.5,0.2,84.9,1
79.8,40.6,81.2,95,45.2,20376,6.5,0.2,81,1
79,43.8,82,94.4,43,20376,6.5,0.2,81,1
71.8,32.9,82.7,93.6,43.7,20376,6.5,0.2,79.5,1
74.2,36,84.9,80.8,48,42727,18.7,0.2,75.8,1
64.5,45.8,81.2,86.8,52.8,42727,18.7,0.2,74.5,1
67.9,50.7,81.3,81.5,48,42727,18.7,0.2,74.2,1
68.1,55.9,80.9,72.9,48,42727,18.7,0.2,73,1
67.7,43.9,79,77.8,51.7,42727,18.7,0.2,71.9,1
66,41.1,78.9,79.4,48,42727,18.7,0.2,71.4,1
61,63.8,66,80.1,99.2,35565,31.5,0.2,69.4,1
70.6,85.5,47.7,87.1,37.1,2400,7.9,0.2,69,1
66.8,44.9,48.2,95.7,30.7,2400,7.9,0.2,68.6,1
68.4,43.4,57.1,81.9,33.5,36534,12.9,0.2,66.3,1
61.6,67.3,46.9,90.3,47.2,2400,7.9,0.2,65.9,1
49.3,56.3,58.9,93,38,36534,12.9,0.2,65.5,1
65.8,41.1,48.7,80.2,99.3,36534,12.9,0.2,64,1
57.9,69.2,72.2,60.2,35.1,33062,39.3,0.2,63.2,1
56.6,66.2,33.5,96.4,44.7,2400,7.9,0.2,62,1
65.4,31.2,48.7,71.9,48,36534,12.9,0.2,60.7,1
40,52.7,44.5,55.7,99.8,24099,45.4,0.2,59.8,0
30.6,59.3,17.3,56.9,48.2,24099,45.4,0.2,59.8,0
53.2,47.6,47.6,6.8,28.3,42215,34.3,0.2,59.8,0
25.9,71,28,31.8,44.1,15705,20.2,0.2,59.8,0
26.3,63,21.6,33,35.8,15705,20.2,0.2,59.8,0
24.4,63,17.7,19.3,33.1,15705,20.2,0.2,59.8,0
22.4,73.2,16.1,41.1,31.8,15141,18.7,0.2,59.8,0
14.5,66.2,16.7,40.2,28.1,15141,18.7,0.2,59.8,0
22.2,72.4,23.8,58.2,32.7,12801,17.1,0.2,59.8,0
17.6,63.3,18.1,25.6,28.8,12801,17.1,0.2,59.8,0
18.2,88,24.4,51.6,52.3,12187,16.5,0.2,59.8,0
23.5,91,22.5,38.9,52.1,12187,16.5,0.2,59.8,0
19.9,88,24,48.4,49.8,12187,16.5,0.2,59.8,0
21.1,88.2,23.4,53.8,49.5,12187,16.5,0.2,59.8,0
17.3,76.3,24.3,30.5,26.6,12187,16.5,0.2,59.8,0
16.3,64.2,18.8,55.1,31.7,8397,15.7,0.2,59.8,0
19.4,71.2,19.4,58.7,30.4,8397,15.7,0.2,59.8,0
20,72.7,17.6,53,29.3,8397,15.7,0.2,59.8,0
18,62.6,18.1,39.8,28.1,8397,15.7,0.2,59.8,0
47.9,53.3,27.5,11,80,30822,7.7,0.2,59.8,0
54.4,55.7,36.6,27,72.2,30822,7.7,0.2,59.8,0
63.5,50.3,48.1,19.7,70.1,30822,7.7,0.2,59.8,0
25.4,84.5,16.1,24.4,81.2,6898,7.1,0.2,59.8,0
54.6,67.1,37.1,87,44.7,2400,7.9,0.2,59.8,0
58.7,43.4,43.2,81.2,34.6,36534,12.9,0.2,59,0
55.2,42.7,44.6,81.3,34.4,36534,12.9,0.2,58.4,0
48.7,81.9,36.2,84.8,39.4,2400,7.9,0.2,58.1,0
49.4,56.6,58,67.6,33.5,33062,39.3,0.2,57.6,0
50.4,85.3,43.2,71.2,48,35565,31.5,0.2,56.9,0
51.2,61.5,42.4,76.5,49.7,35565,31.5,0.2,56.8,0
43.8,58.7,58,64.8,34.4,33062,39.3,0.2,55.3,0
48.2,63.1,35.2,80.7,50.1,35565,31.5,0.2,55.2,0
50,65.2,37.1,76.3,47.2,35565,31.5,0.2,55.1,0
45.6,64,37.4,78.8,49,35565,31.5,0.2,54.6,0
53.1,60.9,56.5,51.5,32.8,33062,39.3,0.2,53.7,0
75.4,57.8,66.7,8.6,95.7,30822,7.7,0.2,51.9,0
46.3,62.1,48.5,42.5,30.6,33062,39.3,0.2,46.6,0
55.9,60.4,42.1,33.8,78.5,30822,7.7,0.2,46,0
77.9,63.9,86.1,97.2,33.7,21424,10.2,0.19,84,1
82.2,62.4,88.8,88.1,34.7,21424,10.2,0.19,83.9,1
77,53.8,92.1,91.8,39.5,21424,10.2,0.19,83.3,1
70.4,53.4,87.2,93.5,48,21424,10.2,0.19,80.5,1
71.6,59,83.8,91.5,33.7,21424,10.2,0.19,79.4,1
72.1,55.6,83.8,90.8,35.8,21424,10.2,0.19,79.1,1
74.7,49.3,72.3,95.3,30.4,42056,6.8,0.19,77.2,1
73.8,38.7,67.4,89.2,29.5,42056,6.8,0.19,72.8,1
68.3,41.2,62.4,89.5,30.2,42056,6.8,0.19,69.9,1
62.8,57.8,55.7,96.4,31.4,8653,10.1,0.19,69.6,1
60.2,38.1,65.4,92.3,30.9,42056,6.8,0.19,69,1
63.7,36.9,60.3,94.1,29.9,8653,10.1,0.19,68.9,1
65.4,41.8,58.4,87.9,29.9,42056,6.8,0.19,67.4,1
59.8,33.4,53.6,93.9,34.9,8653,10.1,0.19,65.6,1
59.7,60.5,57,77.7,48,8653,10.1,0.19,64.9,1
55.5,37,54.2,92,32.7,8653,10.1,0.19,64.1,1
62,31.8,50.7,82.9,48,42056,6.8,0.19,63.9,1
55.4,37.7,52,91.3,33.5,8653,10.1,0.19,63.2,1
56.7,87.4,45.9,78.4,43.5,26583,6.5,0.19,61.9,1
49.8,83.3,42.7,86.2,45,27545,4.1,0.19,61,1
20.8,59.5,11,69.4,48,10416,46.9,0.19,59.8,0
32.3,87.4,32.9,64.1,60.8,10416,46.9,0.19,59.8,0
29.2,84.4,19.7,58.6,48.2,10416,46.9,0.19,59.8,0
25.9,84.5,16.3,57.6,30.6,10416,46.9,0.19,59.8,0
18.6,66.7,35.7,56.3,32.5,19011,43.8,0.19,59.8,0
19.3,88.5,26.5,79.4,35.3,18293,42.7,0.19,59.8,0
23.2,61.4,29.2,72.8,42.3,26640,28.3,0.19,59.8,0
24.6,61.4,29.3,67.6,41.8,26640,28.3,0.19,59.8,0
22,58.4,27.9,66.7,41.8,26640,28.3,0.19,59.8,0
24,55.6,35.3,61,41.6,26640,28.3,0.19,59.8,0
19.6,56.8,30,53,37.6,26640,28.3,0.19,59.8,0
27.1,53,27.5,20.8,80.3,3486,23.9,0.19,59.8,0
25.2,59.1,25.5,59.9,73.8,3486,23.9,0.19,59.8,0
16.7,62.8,10.7,20.1,29.4,16924,19.5,0.19,59.8,0
36.5,60.6,37.9,62,43.8,25668,19,0.19,59.8,0
44.3,49.2,35.6,42,40.9,25668,19,0.19,59.8,0
26.2,38.1,31.3,16.2,81.9,11072,13,0.19,59.8,0
21.6,46.3,12,17.4,38.9,4699,11,0.19,59.8,0
31.5,48.4,32.3,29,88.7,16729,10.4,0.19,59.8,0
